Video,QID,Language Query,Type,IDs,Start,End,Revision
7744dc51,,Goat is walking towards the left side,M,3,42,80,
7744dc51,,Goat is walking towards the left side,M,5,1,18,
7744dc51,,Goat is walking towards the left side,M,5,50,102,
7744dc51,,Goat is walking towards the left side,M,6,1,11,
7744dc51,,Goat is walking towards the left side,M,6,72,102,
7744dc51,,Goat is walking towards the left side,M,7,63,102,
7744dc51,,Goat is eating grass on the field,M,3,13,37,
7744dc51,,Goat is eating grass on the field,M,7,1,17,
7744dc51,,Goat is eating grass on the field,M,7,45,58,
7744dc51,,Goat is eating grass on the field,M,4,1,102,
7744dc51,,Goat is stationary and remains in the same place.,O,4,1,102,
7744dc51,,Goat is stationary and eating grass on the same place of the field.,O,4,1,102,
4539b907,,Dog entering into frame from bottom side is walking towards the opposite of the camera,M,4,17,29,
4539b907,,Dog entering into frame from bottom side is walking towards the group of other dogs,M,4,17,29,
4539b907,,Dog walking towards left side is going outside of the frame in left side,M,4,50,55,
4539b907,,Dog is going towards the right side,M,1,6,13,
4539b907,,Dog is going towards the right side,M,1,41,54,
4539b907,,Dog is going towards the right side,M,2,50,56,
4539b907,,Dog is going towards the right side,M,3,50,56,
4539b907,,Dog is going towards the right side to pursue another dog,M,2,4,8,
4539b907,,Dog is going towards the camera,M,1,57,66,
4539b907,,Dog is going towards the camera,M,2,57,66,
4539b907,,Dog is going towards the camera,M,3,57,66,
4539b907,,Dog is sniffing something in the field,M,1,15,19,
4539b907,,Dog is sniffing something in the field,M,4,29,32,
34535f5f,,Duck on the shore is going towards the water,M,5,1,25,
34535f5f,,Duck on the shore is going towards the water,M,4,1,24,
34535f5f,,Duck on the shore is going towards the water,M,3,1,23,
34535f5f,,Duck on the shore is going towards the water,M,1,1,38,
34535f5f,,Duck on the shore is going towards the water,M,2,1,48,
34535f5f,,Duck is swimming on the water,M,5,51,65,
34535f5f,,Duck is swimming on the water,M,4,55,65,
34535f5f,,Duck is going from the shore to the water,M,5,48,50,
34535f5f,,Duck is going from the shore to the water,M,4,50,54,
34535f5f,,Duck is going from the shore to the water,M,2,60,64,
34535f5f,,Duck is looking towards the camera,M,5,25,31,
34535f5f,,Duck is looking towards the camera,M,3,24,29,
34535f5f,,Duck is looking towards the camera,M,4,26,30,
34535f5f,,Duck is looking towards the camera,M,1,25,30,
19310598,,Vehicle entering into frame from right side is going outside of the frame in left side,M,5,16,40,
19310598,,Vehicle entering into frame from right side is going towards the left side,M,6,30,53,
19310598,,Vehicle entering into frame from right side is going towards the opposite of the camera,M,4,10,53,
19310598,,Vehicle on the road is going towards the opposite of the camera,M,1,1,53,
19310598,,Vehicle is stationary and parked along the side of the road,O,3,1,53,
